date,time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,Trial,activity,activity_number
2019-01-21,15:23:50,-1.66,-9.49,-2.3,-0.17999999,0.52,-0.17,-0.17999999,0.52,-0.17,2,Upstair,5
2019-01-21,15:23:50,-0.98,-12.85,-0.74,-0.17999999,0.52,-0.17,-0.17999999,0.52,-0.17,2,Upstair,5
2019-01-21,15:23:50,-0.98,-12.85,-0.74,-1.63,0.59,-1.24,-1.63,0.59,-1.24,2,Upstair,5
2019-01-21,15:23:50,-1.43,-15.98,-0.90999997,-1.63,0.59,-1.24,-1.63,0.59,-1.24,2,Upstair,5
2019-01-21,15:23:50,-1.43,-15.98,-0.90999997,-2.35,0.95,-2.0,-2.35,0.95,-2.0,2,Upstair,5
2019-01-21,15:23:50,-4.0399995,-18.82,-1.43,-2.35,0.95,-2.0,-2.35,0.95,-2.0,2,Upstair,5
2019-01-21,15:23:50,-4.0399995,-18.82,-1.43,-2.26,1.36,-3.34,-2.26,1.36,-3.34,2,Upstair,5
2019-01-21,15:23:50,-4.5099998,-16.02,-0.44,-2.26,1.36,-3.34,-2.26,1.36,-3.34,2,Upstair,5
2019-01-21,15:23:50,-4.5099998,-16.02,-0.44,-2.6299999,2.1599998,-3.3899998999999994,-2.6299999,2.1599998,-3.3899998999999994,2,Upstair,5
2019-01-21,15:23:50,-4.5299997,-16.79,-0.33,-2.6299999,2.1599998,-3.3899998999999994,-2.6299999,2.1599998,-3.3899998999999994,2,Upstair,5
2019-01-21,15:23:50,-4.5299997,-16.79,-0.33,-2.25,2.59,-2.6299999,-2.25,2.59,-2.6299999,2,Upstair,5
2019-01-21,15:23:50,-4.16,-13.039999,-0.45,-2.25,2.59,-2.6299999,-2.25,2.59,-2.6299999,2,Upstair,5
2019-01-21,15:23:50,-4.16,-13.039999,-0.45,-0.88,2.46,-2.06,-0.88,2.46,-2.06,2,Upstair,5
2019-01-21,15:23:50,-3.7,-11.35,-0.9,-0.88,2.46,-2.06,-0.88,2.46,-2.06,2,Upstair,5
2019-01-21,15:23:50,-3.7,-11.35,-0.9,-0.39999998,2.6,-1.64,-0.39999998,2.6,-1.64,2,Upstair,5
2019-01-21,15:23:50,-3.9799998,-9.190000999999999,-0.69,-0.39999998,2.6,-1.64,-0.39999998,2.6,-1.64,2,Upstair,5
2019-01-21,15:23:50,-3.9799998,-9.190000999999999,-0.69,-0.17999999,2.4099998,-1.39,-0.17999999,2.4099998,-1.39,2,Upstair,5
2019-01-21,15:23:50,-3.3899998999999994,-7.31,-0.5,-0.17999999,2.4099998,-1.39,-0.17999999,2.4099998,-1.39,2,Upstair,5
2019-01-21,15:23:51,-3.3899998999999994,-7.31,-0.5,0.0,1.5699999,-1.22,0.0,1.5699999,-1.22,2,Upstair,5
2019-01-21,15:23:51,-3.1699998,-7.5899997,-0.52,0.0,1.5699999,-1.22,0.0,1.5699999,-1.22,2,Upstair,5
2019-01-21,15:23:51,-3.1699998,-7.5899997,-0.52,-0.11,1.5999999,-1.0699999,-0.11,1.5999999,-1.0699999,2,Upstair,5
2019-01-21,15:23:51,-4.2299995,-8.879999,-0.92,-0.11,1.5999999,-1.0699999,-0.11,1.5999999,-1.0699999,2,Upstair,5
2019-01-21,15:23:51,-4.2299995,-8.879999,-0.92,-0.19999999,1.9399998999999999,-0.85999995,-0.19999999,1.9399998999999999,-0.85999995,2,Upstair,5
2019-01-21,15:23:51,-5.0799994,-9.34,-0.55,-0.19999999,1.9399998999999999,-0.85999995,-0.19999999,1.9399998999999999,-0.85999995,2,Upstair,5
2019-01-21,15:23:51,-5.0799994,-9.34,-0.55,-0.41,1.38,-0.72999996,-0.41,1.38,-0.72999996,2,Upstair,5
2019-01-21,15:23:51,-5.45,-10.66,-0.030000001000000002,-0.41,1.38,-0.72999996,-0.41,1.38,-0.72999996,2,Upstair,5
2019-01-21,15:23:51,-5.45,-10.66,-0.030000001000000002,-0.65999997,-0.07,-0.53999996,-0.65999997,-0.07,-0.53999996,2,Upstair,5
2019-01-21,15:23:51,-4.87,-11.65,0.63,-0.65999997,-0.07,-0.53999996,-0.65999997,-0.07,-0.53999996,2,Upstair,5
2019-01-21,15:23:51,-4.87,-11.65,0.63,-0.52,-1.38,0.19,-0.52,-1.38,0.19,2,Upstair,5
2019-01-21,15:23:51,-4.33,-12.74,0.52,-0.52,-1.38,0.19,-0.52,-1.38,0.19,2,Upstair,5
