date,time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,Trial,activity,activity_number
2019-01-14,23:20:47,5.33,0.80999994,7.4199996,0.0,0.0,0.0,0.0,0.0,0.0,4,Lying,4
2019-01-14,23:20:47,5.33,0.80999994,7.4199996,0.0,0.0,0.01,0.0,0.0,0.01,4,Lying,4
2019-01-14,23:20:47,4.89,0.83000004,7.2099996,0.0,0.0,0.01,0.0,0.0,0.01,4,Lying,4
2019-01-14,23:20:47,4.89,0.83000004,7.2099996,0.0,0.0,0.0,0.0,0.0,0.0,4,Lying,4
2019-01-14,23:20:47,5.6,0.70000005,7.8399997,0.0,0.0,0.0,0.0,0.0,0.0,4,Lying,4
2019-01-14,23:20:47,5.6,0.70000005,7.8399997,-0.04,-0.03,0.04,-0.04,-0.03,0.04,4,Lying,4
2019-01-14,23:20:47,5.5,0.78,7.6699996,-0.04,-0.03,0.04,-0.04,-0.03,0.04,4,Lying,4
2019-01-14,23:20:47,5.5,0.78,7.6699996,0.0,0.049999997000000004,0.02,0.0,0.049999997000000004,0.02,4,Lying,4
2019-01-14,23:20:47,4.9100003,0.85,7.47,0.0,0.049999997000000004,0.02,0.0,0.049999997000000004,0.02,4,Lying,4
2019-01-14,23:20:47,4.9100003,0.85,7.47,0.02,0.049999997000000004,-0.02,0.02,0.049999997000000004,-0.02,4,Lying,4
2019-01-14,23:20:47,5.12,0.83000004,7.4999994999999995,0.02,0.049999997000000004,-0.02,0.02,0.049999997000000004,-0.02,4,Lying,4
2019-01-14,23:20:47,5.12,0.83000004,7.4999994999999995,0.0,-0.03,0.0,0.0,-0.03,0.0,4,Lying,4
2019-01-14,23:20:47,5.44,0.88,7.3299994,0.0,-0.03,0.0,0.0,-0.03,0.0,4,Lying,4
2019-01-14,23:20:47,5.44,0.88,7.3299994,0.0,-0.08,0.02,0.0,-0.08,0.02,4,Lying,4
2019-01-14,23:20:47,5.32,0.65,7.68,0.0,-0.08,0.02,0.0,-0.08,0.02,4,Lying,4
2019-01-14,23:20:47,5.32,0.65,7.68,-0.01,0.03,0.0,-0.01,0.03,0.0,4,Lying,4
2019-01-14,23:20:47,5.2000003,0.76,7.66,-0.01,0.03,0.0,-0.01,0.03,0.0,4,Lying,4
2019-01-14,23:20:47,5.2000003,0.76,7.66,0.0,0.049999997000000004,0.0,0.0,0.049999997000000004,0.0,4,Lying,4
2019-01-14,23:20:47,5.09,0.87,7.41,0.0,0.049999997000000004,0.0,0.0,0.049999997000000004,0.0,4,Lying,4
2019-01-14,23:20:47,5.09,0.87,7.41,0.02,0.0,0.0,0.02,0.0,0.0,4,Lying,4
2019-01-14,23:20:47,5.4,0.81999993,7.47,0.02,0.0,0.0,0.02,0.0,0.0,4,Lying,4
2019-01-14,23:20:47,5.4,0.81999993,7.47,-0.01,-0.02,0.01,-0.01,-0.02,0.01,4,Lying,4
2019-01-14,23:20:47,5.23,0.75,7.599999400000001,-0.01,-0.02,0.01,-0.01,-0.02,0.01,4,Lying,4
2019-01-14,23:20:47,5.23,0.75,7.599999400000001,-0.02,-0.01,0.01,-0.02,-0.01,0.01,4,Lying,4
2019-01-14,23:20:47,5.33,0.79999995,7.5699997,-0.02,-0.01,0.01,-0.02,-0.01,0.01,4,Lying,4
2019-01-14,23:20:47,5.33,0.79999995,7.5699997,0.0,-0.02,0.0,0.0,-0.02,0.0,4,Lying,4
2019-01-14,23:20:47,5.2000003,0.78,7.4199996,0.0,-0.02,0.0,0.0,-0.02,0.0,4,Lying,4
2019-01-14,23:20:47,5.2000003,0.78,7.4199996,0.01,0.0,0.0,0.01,0.0,0.0,4,Lying,4
2019-01-14,23:20:47,5.37,0.9499999,7.5899997,0.01,0.0,0.0,0.01,0.0,0.0,4,Lying,4
2019-01-14,23:20:47,5.37,0.9499999,7.5899997,0.01,0.02,-0.01,0.01,0.02,-0.01,4,Lying,4
2019-01-14,23:20:48,5.42,0.85,7.7799997,0.01,0.02,-0.01,0.01,0.02,-0.01,4,Lying,4
2019-01-14,23:20:48,5.42,0.85,7.7799997,0.0,0.06,-0.01,0.0,0.06,-0.01,4,Lying,4
2019-01-14,23:20:48,4.9500003,0.71000004,7.45,0.0,0.06,-0.01,0.0,0.06,-0.01,4,Lying,4
2019-01-14,23:20:48,4.9500003,0.71000004,7.45,0.0,0.0,-0.049999997000000004,0.0,0.0,-0.049999997000000004,4,Lying,4
2019-01-14,23:20:48,5.28,0.89,7.2899994999999995,0.0,0.0,-0.049999997000000004,0.0,0.0,-0.049999997000000004,4,Lying,4
2019-01-14,23:20:48,5.28,0.89,7.2899994999999995,0.0,-0.04,-0.01,0.0,-0.04,-0.01,4,Lying,4
2019-01-14,23:20:48,5.1800003,0.78,7.6099997,0.0,-0.04,-0.01,0.0,-0.04,-0.01,4,Lying,4
2019-01-14,23:20:48,5.1800003,0.78,7.6099997,-0.01,0.049999997000000004,0.03,-0.01,0.049999997000000004,0.03,4,Lying,4
2019-01-14,23:20:48,5.4,0.71000004,7.7899994999999995,-0.01,0.049999997000000004,0.03,-0.01,0.049999997000000004,0.03,4,Lying,4
2019-01-14,23:20:48,5.4,0.71000004,7.7899994999999995,0.0,0.02,0.049999997000000004,0.0,0.02,0.049999997000000004,4,Lying,4
2019-01-14,23:20:48,4.9300003,0.78999996,7.3999996,0.0,0.02,0.049999997000000004,0.0,0.02,0.049999997000000004,4,Lying,4
2019-01-14,23:20:48,4.9300003,0.78999996,7.3999996,0.03,0.02,0.01,0.03,0.02,0.01,4,Lying,4
2019-01-14,23:20:48,5.15,0.81999993,7.5699997,0.03,0.02,0.01,0.03,0.02,0.01,4,Lying,4
2019-01-14,23:20:48,5.15,0.81999993,7.5699997,0.0,-0.04,0.03,0.0,-0.04,0.03,4,Lying,4
2019-01-14,23:20:48,5.37,0.68999994,7.68,0.0,-0.04,0.03,0.0,-0.04,0.03,4,Lying,4
2019-01-14,23:20:48,5.37,0.68999994,7.68,-0.01,-0.049999997000000004,0.03,-0.01,-0.049999997000000004,0.03,4,Lying,4
2019-01-14,23:20:48,5.35,0.77,7.74,-0.01,-0.049999997000000004,0.03,-0.01,-0.049999997000000004,0.03,4,Lying,4
