date,time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,Trial,activity,activity_number
2019-01-15,03:23:35,-1.58,-10.32,-0.16,0.04,0.049999997000000004,0.04,0.04,0.049999997000000004,0.04,4,Standing,2
2019-01-15,03:23:36,-1.49,-10.25,-0.020000001,0.04,0.049999997000000004,0.04,0.04,0.049999997000000004,0.04,4,Standing,2
2019-01-15,03:23:36,-1.49,-10.25,-0.020000001,0.0,0.08,0.03,0.0,0.08,0.03,4,Standing,2
2019-01-15,03:23:36,-1.73,-10.59,0.02,0.0,0.08,0.03,0.0,0.08,0.03,4,Standing,2
2019-01-15,03:23:36,-1.73,-10.59,0.02,-0.04,0.21,0.04,-0.04,0.21,0.04,4,Standing,2
2019-01-15,03:23:36,-1.9,-10.65,-0.010000002,-0.04,0.21,0.04,-0.04,0.21,0.04,4,Standing,2
2019-01-15,03:23:36,-1.9,-10.65,-0.010000002,-0.04,0.24,0.03,-0.04,0.24,0.03,4,Standing,2
2019-01-15,03:23:36,-1.9399998999999999,-10.67,0.039999995,-0.04,0.24,0.03,-0.04,0.24,0.03,4,Standing,2
2019-01-15,03:23:36,-1.9399998999999999,-10.67,0.039999995,-0.03,0.19999999,0.049999997000000004,-0.03,0.19999999,0.049999997000000004,4,Standing,2
2019-01-15,03:23:36,-1.9,-10.639999000000001,0.06,-0.03,0.19999999,0.049999997000000004,-0.03,0.19999999,0.049999997000000004,4,Standing,2
2019-01-15,03:23:36,-1.9,-10.639999000000001,0.06,-0.049999997000000004,0.12,0.07,-0.049999997000000004,0.12,0.07,4,Standing,2
2019-01-15,03:23:36,-1.98,-10.610000999999999,-0.05,-0.049999997000000004,0.12,0.07,-0.049999997000000004,0.12,0.07,4,Standing,2
2019-01-15,03:23:36,-1.98,-10.610000999999999,-0.05,-0.02,0.04,0.06,-0.02,0.04,0.06,4,Standing,2
2019-01-15,03:23:36,-1.98,-10.610000999999999,-0.05,-0.02,0.04,0.06,-0.02,0.04,0.06,4,Standing,2
2019-01-15,03:23:36,-1.93,-10.530000999999999,-0.04,-0.02,0.04,0.06,-0.02,0.04,0.06,4,Standing,2
2019-01-15,03:23:36,-1.93,-10.530000999999999,-0.04,-0.049999997000000004,-0.11,0.04,-0.049999997000000004,-0.11,0.04,4,Standing,2
2019-01-15,03:23:36,-1.79,-10.559999000000001,-0.22999999,-0.049999997000000004,-0.11,0.04,-0.049999997000000004,-0.11,0.04,4,Standing,2
2019-01-15,03:23:36,-1.79,-10.559999000000001,-0.22999999,-0.03,-0.13,0.08,-0.03,-0.13,0.08,4,Standing,2
2019-01-15,03:23:36,-1.76,-10.52,-0.35,-0.03,-0.13,0.08,-0.03,-0.13,0.08,4,Standing,2
2019-01-15,03:23:36,-1.76,-10.52,-0.35,-0.03,-0.17999999,0.03,-0.03,-0.17999999,0.03,4,Standing,2
2019-01-15,03:23:36,-1.62,-10.48,-0.42000002,-0.03,-0.17999999,0.03,-0.03,-0.17999999,0.03,4,Standing,2
2019-01-15,03:23:36,-1.62,-10.48,-0.42000002,-0.01,-0.17999999,0.02,-0.01,-0.17999999,0.02,4,Standing,2
2019-01-15,03:23:36,-1.65,-10.67,0.23,-0.01,-0.17999999,0.02,-0.01,-0.17999999,0.02,4,Standing,2
2019-01-15,03:23:36,-1.65,-10.67,0.23,-0.12,-0.089999996,0.02,-0.12,-0.089999996,0.02,4,Standing,2
2019-01-15,03:23:36,-2.18,-10.4,-0.26,-0.12,-0.089999996,0.02,-0.12,-0.089999996,0.02,4,Standing,2
2019-01-15,03:23:36,-2.18,-10.4,-0.26,-0.02,0.06,0.0,-0.02,0.06,0.0,4,Standing,2
2019-01-15,03:23:36,-1.67,-10.860000999999999,0.029999997,-0.02,0.06,0.0,-0.02,0.06,0.0,4,Standing,2
2019-01-15,03:23:36,-1.67,-10.860000999999999,0.029999997,-0.049999997000000004,-0.14,0.06,-0.049999997000000004,-0.14,0.06,4,Standing,2
2019-01-15,03:23:36,-1.89,-10.559999000000001,-0.21,-0.049999997000000004,-0.14,0.06,-0.049999997000000004,-0.14,0.06,4,Standing,2
2019-01-15,03:23:36,-1.89,-10.559999000000001,-0.21,0.0,-0.02,-0.03,0.0,-0.02,-0.03,4,Standing,2
2019-01-15,03:23:36,-1.77,-10.789999,0.049999993,0.0,-0.02,-0.03,0.0,-0.02,-0.03,4,Standing,2
2019-01-15,03:23:36,-1.77,-10.789999,0.049999993,-0.03,-0.11,-0.04,-0.03,-0.11,-0.04,4,Standing,2
2019-01-15,03:23:36,-2.03,-9.93,-0.120000005,-0.03,-0.11,-0.04,-0.03,-0.11,-0.04,4,Standing,2
2019-01-15,03:23:36,-2.03,-9.93,-0.120000005,0.0,-0.03,-0.089999996,0.0,-0.03,-0.089999996,4,Standing,2
2019-01-15,03:23:36,-1.89,-10.34,-0.49,0.0,-0.03,-0.089999996,0.0,-0.03,-0.089999996,4,Standing,2
2019-01-15,03:23:36,-1.89,-10.34,-0.49,0.01,-0.04,-0.01,0.01,-0.04,-0.01,4,Standing,2
2019-01-15,03:23:36,-1.72,-10.48,-0.21,0.01,-0.04,-0.01,0.01,-0.04,-0.01,4,Standing,2
2019-01-15,03:23:36,-1.72,-10.48,-0.21,-0.089999996,-0.02,0.03,-0.089999996,-0.02,0.03,4,Standing,2
2019-01-15,03:23:36,-2.18,-10.449999,-0.010000002,-0.089999996,-0.02,0.03,-0.089999996,-0.02,0.03,4,Standing,2
2019-01-15,03:23:36,-2.18,-10.449999,-0.010000002,-0.07,0.06,-0.07,-0.07,0.06,-0.07,4,Standing,2
2019-01-15,03:23:36,-2.05,-10.469999000000001,-0.13,-0.07,0.06,-0.07,-0.07,0.06,-0.07,4,Standing,2
2019-01-15,03:23:36,-2.05,-10.469999000000001,-0.13,-0.06,0.049999997000000004,0.049999997000000004,-0.06,0.049999997000000004,0.049999997000000004,4,Standing,2
2019-01-15,03:23:36,-1.93,-10.780000999999999,-0.35,-0.06,0.049999997000000004,0.049999997000000004,-0.06,0.049999997000000004,0.049999997000000004,4,Standing,2
2019-01-15,03:23:36,-1.93,-10.780000999999999,-0.35,-0.01,0.0,0.049999997000000004,-0.01,0.0,0.049999997000000004,4,Standing,2
2019-01-15,03:23:36,-1.9499999,-10.869999,-0.36,-0.01,0.0,0.049999997000000004,-0.01,0.0,0.049999997000000004,4,Standing,2
2019-01-15,03:23:36,-1.9499999,-10.869999,-0.36,0.0,-0.02,0.04,0.0,-0.02,0.04,4,Standing,2
2019-01-15,03:23:36,-2.0,-10.43,-0.36,0.0,-0.02,0.04,0.0,-0.02,0.04,4,Standing,2
2019-01-15,03:23:36,-2.0,-10.43,-0.36,0.0,-0.01,0.03,0.0,-0.01,0.03,4,Standing,2
2019-01-15,03:23:37,-1.91,-10.190000999999999,-0.21,0.0,-0.01,0.03,0.0,-0.01,0.03,4,Standing,2
2019-01-15,03:23:37,-1.91,-10.190000999999999,-0.21,-0.03,-0.02,0.04,-0.03,-0.02,0.04,4,Standing,2
2019-01-15,03:23:37,-1.58,-10.209999,-0.09999999400000001,-0.03,-0.02,0.04,-0.03,-0.02,0.04,4,Standing,2
2019-01-15,03:23:37,-1.58,-10.209999,-0.09999999400000001,-0.07,-0.09999999400000001,0.09999999400000001,-0.07,-0.09999999400000001,0.09999999400000001,4,Standing,2
2019-01-15,03:23:37,-1.81,-10.6,-0.61,-0.07,-0.09999999400000001,0.09999999400000001,-0.07,-0.09999999400000001,0.09999999400000001,4,Standing,2
2019-01-15,03:23:37,-1.81,-10.6,-0.61,-0.02,0.04,0.01,-0.02,0.04,0.01,4,Standing,2
2019-01-15,03:23:37,-1.96,-10.280000999999999,-0.5,-0.02,0.04,0.01,-0.02,0.04,0.01,4,Standing,2
2019-01-15,03:23:37,-1.96,-10.280000999999999,-0.5,-0.07,0.06,-0.02,-0.07,0.06,-0.02,4,Standing,2
2019-01-15,03:23:37,-2.02,-10.9,-0.48,-0.07,0.06,-0.02,-0.07,0.06,-0.02,4,Standing,2
2019-01-15,03:23:37,-2.02,-10.9,-0.48,-0.14999999,0.0,-0.07,-0.14999999,0.0,-0.07,4,Standing,2
2019-01-15,03:23:37,-1.9,-10.67,-0.62,-0.14999999,0.0,-0.07,-0.14999999,0.0,-0.07,4,Standing,2
2019-01-15,03:23:37,-1.9,-10.67,-0.62,-0.06,-0.09999999400000001,-0.06,-0.06,-0.09999999400000001,-0.06,4,Standing,2
2019-01-15,03:23:37,-1.92,-11.01,-0.56,-0.06,-0.09999999400000001,-0.06,-0.06,-0.09999999400000001,-0.06,4,Standing,2
2019-01-15,03:23:37,-1.92,-11.01,-0.56,-0.06,-0.03,-0.11,-0.06,-0.03,-0.11,4,Standing,2
2019-01-15,03:23:37,-1.9499999,-10.84,-0.47,-0.06,-0.03,-0.11,-0.06,-0.03,-0.11,4,Standing,2
2019-01-15,03:23:37,-1.9499999,-10.84,-0.47,-0.02,0.17999999,-0.03,-0.02,0.17999999,-0.03,4,Standing,2
2019-01-15,03:23:37,-1.9,-10.639999000000001,-0.81,-0.02,0.17999999,-0.03,-0.02,0.17999999,-0.03,4,Standing,2
2019-01-15,03:23:37,-1.9,-10.639999000000001,-0.81,0.07,0.32999998,0.06,0.07,0.32999998,0.06,4,Standing,2
2019-01-15,03:23:37,-1.71,-10.469999000000001,-0.78,0.07,0.32999998,0.06,0.07,0.32999998,0.06,4,Standing,2
2019-01-15,03:23:37,-1.71,-10.469999000000001,-0.78,0.07,0.16,0.09999999400000001,0.07,0.16,0.09999999400000001,4,Standing,2
2019-01-15,03:23:37,-1.48,-10.57,-0.75,0.07,0.16,0.09999999400000001,0.07,0.16,0.09999999400000001,4,Standing,2
2019-01-15,03:23:37,-1.48,-10.57,-0.75,0.06,-0.01,0.02,0.06,-0.01,0.02,4,Standing,2
2019-01-15,03:23:37,-1.71,-10.34,-0.63,0.06,-0.01,0.02,0.06,-0.01,0.02,4,Standing,2
2019-01-15,03:23:37,-1.71,-10.34,-0.63,0.02,0.17,-0.01,0.02,0.17,-0.01,4,Standing,2
2019-01-15,03:23:37,-1.77,-10.459999,-0.62,0.02,0.17,-0.01,0.02,0.17,-0.01,4,Standing,2
2019-01-15,03:23:37,-1.77,-10.459999,-0.62,-0.01,0.14999999,-0.06,-0.01,0.14999999,-0.06,4,Standing,2
2019-01-15,03:23:37,-1.78,-10.76,-0.49,-0.01,0.14999999,-0.06,-0.01,0.14999999,-0.06,4,Standing,2
2019-01-15,03:23:37,-1.78,-10.76,-0.49,0.02,0.14,-0.04,0.02,0.14,-0.04,4,Standing,2
2019-01-15,03:23:37,-1.8199999,-10.67,-0.13,0.02,0.14,-0.04,0.02,0.14,-0.04,4,Standing,2
2019-01-15,03:23:37,-1.8199999,-10.67,-0.13,-0.03,0.03,-0.12,-0.03,0.03,-0.12,4,Standing,2
2019-01-15,03:23:37,-1.83,-11.23,-0.4,-0.03,0.03,-0.12,-0.03,0.03,-0.12,4,Standing,2
2019-01-15,03:23:37,-1.83,-11.23,-0.4,0.049999997000000004,0.01,-0.049999997000000004,0.049999997000000004,0.01,-0.049999997000000004,4,Standing,2
2019-01-15,03:23:37,-1.78,-11.09,-0.37,0.049999997000000004,0.01,-0.049999997000000004,0.049999997000000004,0.01,-0.049999997000000004,4,Standing,2
2019-01-15,03:23:37,-1.78,-11.09,-0.37,0.12,0.07,0.03,0.12,0.07,0.03,4,Standing,2
2019-01-15,03:23:37,-1.8199999,-10.309999000000001,-0.07,0.12,0.07,0.03,0.12,0.07,0.03,4,Standing,2
2019-01-15,03:23:37,-1.8199999,-10.309999000000001,-0.07,0.06,0.02,0.0,0.06,0.02,0.0,4,Standing,2
2019-01-15,03:23:37,-1.36,-10.110000999999999,-0.51,0.06,0.02,0.0,0.06,0.02,0.0,4,Standing,2
