date,time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,Trial,activity,activity_number
2019-01-20,15:49:35,1.43,-13.16,1.1800001,-0.13,0.0,0.65999997,-0.13,0.0,0.65999997,2,Walking,1
2019-01-20,15:49:35,1.76,-15.619998999999998,0.42999998,-0.13,0.0,0.65999997,-0.13,0.0,0.65999997,2,Walking,1
2019-01-20,15:49:35,1.76,-15.619998999999998,0.42999998,0.22999999,0.03,0.78,0.22999999,0.03,0.78,2,Walking,1
2019-01-20,15:49:35,0.80999994,-19.25,-0.53,0.22999999,0.03,0.78,0.22999999,0.03,0.78,2,Walking,1
2019-01-20,15:49:35,0.80999994,-19.25,-0.53,0.63,-0.25,0.57,0.63,-0.25,0.57,2,Walking,1
2019-01-20,15:49:35,-0.75,-14.17,-0.31,0.63,-0.25,0.57,0.63,-0.25,0.57,2,Walking,1
2019-01-20,15:49:35,-0.75,-14.17,-0.31,1.1,-0.47,0.64,1.1,-0.47,0.64,2,Walking,1
2019-01-20,15:49:35,-0.28,-11.809999000000001,-1.15,1.1,-0.47,0.64,1.1,-0.47,0.64,2,Walking,1
2019-01-20,15:49:35,-0.28,-11.809999000000001,-1.15,1.73,-1.4399998999999999,0.88,1.73,-1.4399998999999999,0.88,2,Walking,1
2019-01-20,15:49:35,-0.16,-10.41,-2.36,1.73,-1.4399998999999999,0.88,1.73,-1.4399998999999999,0.88,2,Walking,1
2019-01-20,15:49:35,-0.16,-10.41,-2.36,2.55,-2.23,0.84999996,2.55,-2.23,0.84999996,2,Walking,1
2019-01-20,15:49:35,0.71,-8.45,-2.1799998,2.55,-2.23,0.84999996,2.55,-2.23,0.84999996,2,Walking,1
2019-01-20,15:49:35,0.71,-8.45,-2.1799998,1.78,-1.13,0.93,1.78,-1.13,0.93,2,Walking,1
2019-01-20,15:49:35,0.66999996,-8.15,-2.24,1.78,-1.13,0.93,1.78,-1.13,0.93,2,Walking,1
2019-01-20,15:49:35,0.66999996,-8.15,-2.24,1.26,-0.75,0.59,1.26,-0.75,0.59,2,Walking,1
2019-01-20,15:49:35,0.34,-8.6,-2.03,1.26,-0.75,0.59,1.26,-0.75,0.59,2,Walking,1
2019-01-20,15:49:35,0.34,-8.6,-2.03,0.48999998,-0.75,-0.089999996,0.48999998,-0.75,-0.089999996,2,Walking,1
2019-01-20,15:49:35,0.03,-9.139999000000001,-1.81,0.48999998,-0.75,-0.089999996,0.48999998,-0.75,-0.089999996,2,Walking,1
2019-01-20,15:49:35,0.03,-9.139999000000001,-1.81,0.01,-0.63,-0.39,0.01,-0.63,-0.39,2,Walking,1
2019-01-20,15:49:35,0.089999996,-10.16,-1.4399998999999999,0.01,-0.63,-0.39,0.01,-0.63,-0.39,2,Walking,1
2019-01-20,15:49:35,0.089999996,-10.16,-1.4399998999999999,-0.38,-0.44,-0.48,-0.38,-0.44,-0.48,2,Walking,1
2019-01-20,15:49:35,0.60999995,-10.85,-1.0899999,-0.38,-0.44,-0.48,-0.38,-0.44,-0.48,2,Walking,1
2019-01-20,15:49:35,0.60999995,-10.85,-1.0899999,-0.69,0.049999997000000004,-0.39999998,-0.69,0.049999997000000004,-0.39999998,2,Walking,1
2019-01-20,15:49:35,0.72999996,-12.539999,-1.5099999,-0.69,0.049999997000000004,-0.39999998,-0.69,0.049999997000000004,-0.39999998,2,Walking,1
2019-01-20,15:49:35,0.72999996,-12.539999,-1.5099999,-0.98999995,0.68,-0.42,-0.98999995,0.68,-0.42,2,Walking,1
2019-01-20,15:49:35,1.5799999,-13.52,-0.88,-0.98999995,0.68,-0.42,-0.98999995,0.68,-0.42,2,Walking,1
2019-01-20,15:49:35,1.5799999,-13.52,-0.88,-1.4399998999999999,0.78,-0.53,-1.4399998999999999,0.78,-0.53,2,Walking,1
2019-01-20,15:49:35,2.02,-13.9,-0.27,-1.4399998999999999,0.78,-0.53,-1.4399998999999999,0.78,-0.53,2,Walking,1
2019-01-20,15:49:35,2.02,-13.9,-0.27,-1.7199999,1.1,-0.63,-1.7199999,1.1,-0.63,2,Walking,1
2019-01-20,15:49:35,1.7499999,-13.699998999999998,0.14999999,-1.7199999,1.1,-0.63,-1.7199999,1.1,-0.63,2,Walking,1
2019-01-20,15:49:36,1.7499999,-13.699998999999998,0.14999999,-1.79,1.14,-0.96,-1.79,1.14,-0.96,2,Walking,1
2019-01-20,15:49:36,0.66999996,-9.82,2.3,-1.79,1.14,-0.96,-1.79,1.14,-0.96,2,Walking,1
2019-01-20,15:49:36,0.66999996,-9.82,2.3,-1.63,1.2099999,-1.11,-1.63,1.2099999,-1.11,2,Walking,1
2019-01-20,15:49:36,0.14999999,-8.860000999999999,2.02,-1.63,1.2099999,-1.11,-1.63,1.2099999,-1.11,2,Walking,1
2019-01-20,15:49:36,0.14999999,-8.860000999999999,2.02,-1.06,1.8299999,-0.65999997,-1.06,1.8299999,-0.65999997,2,Walking,1
2019-01-20,15:49:36,-0.65000004,-10.07,-0.030000001000000002,-1.06,1.8299999,-0.65999997,-1.06,1.8299999,-0.65999997,2,Walking,1
2019-01-20,15:49:36,-0.65000004,-10.07,-0.030000001000000002,0.04,1.74,-0.089999996,0.04,1.74,-0.089999996,2,Walking,1
2019-01-20,15:49:36,-0.84000003,-10.51,-0.67,0.04,1.74,-0.089999996,0.04,1.74,-0.089999996,2,Walking,1
2019-01-20,15:49:36,-0.84000003,-10.51,-0.67,0.35,0.91999996,-0.049999997000000004,0.35,0.91999996,-0.049999997000000004,2,Walking,1
2019-01-20,15:49:36,-0.93,-9.969999000000001,-1.03,0.35,0.91999996,-0.049999997000000004,0.35,0.91999996,-0.049999997000000004,2,Walking,1
2019-01-20,15:49:36,-0.93,-9.969999000000001,-1.03,0.32,0.52,0.14,0.32,0.52,0.14,2,Walking,1
2019-01-20,15:49:36,-0.08,-9.58,-0.73,0.32,0.52,0.14,0.32,0.52,0.14,2,Walking,1
2019-01-20,15:49:36,-0.08,-9.58,-0.73,0.0,0.39999998,0.64,0.0,0.39999998,0.64,2,Walking,1
2019-01-20,15:49:36,0.55999994,-9.51,-0.44,0.0,0.39999998,0.64,0.0,0.39999998,0.64,2,Walking,1
2019-01-20,15:49:36,0.55999994,-9.51,-0.44,-0.29999998,0.17999999,0.72999996,-0.29999998,0.17999999,0.72999996,2,Walking,1
2019-01-20,15:49:36,1.1099999,-9.18,0.42,-0.29999998,0.17999999,0.72999996,-0.29999998,0.17999999,0.72999996,2,Walking,1
2019-01-20,15:49:36,1.1099999,-9.18,0.42,-0.55,-0.39999998,0.59,-0.55,-0.39999998,0.59,2,Walking,1
2019-01-20,15:49:36,2.1899998,-9.18,1.91,-0.55,-0.39999998,0.59,-0.55,-0.39999998,0.59,2,Walking,1
2019-01-20,15:49:36,2.1899998,-9.18,1.91,-0.78,-0.90999997,0.47,-0.78,-0.90999997,0.47,2,Walking,1
2019-01-20,15:49:36,2.82,-10.74,2.03,-0.78,-0.90999997,0.47,-0.78,-0.90999997,0.47,2,Walking,1
2019-01-20,15:49:36,2.82,-10.74,2.03,-0.71999997,-1.06,0.38,-0.71999997,-1.06,0.38,2,Walking,1
2019-01-20,15:49:36,1.5899999,-11.959999,1.27,-0.71999997,-1.06,0.38,-0.71999997,-1.06,0.38,2,Walking,1
2019-01-20,15:49:36,1.5899999,-11.959999,1.27,-0.17,-1.48,-0.11,-0.17,-1.48,-0.11,2,Walking,1
